cve_id,description,cvss,attack_vector,privileges,product,version,operator,exploit,label
CVE-2024-0308,A vulnerability was found in Inis up to 2.0.1. It has been rated as critical. This issue affects some unknown processing of the file app/api/controller/default/Proxy.php. The manipulation of the argument p_url leads to server-side request forgery. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249875.,8.8,NETWORK,LOW,inis,2.0.1,<=,FALSE,HIGH
CVE-2024-0310,"A content-security-policy vulnerability in ENS Control browser extension prior to 10.7.0 Update 15 allows a remote attacker to alter the response header parameter setting to switch the content security policy into report-only mode, allowing an attacker to bypass the content-security-policy configuration.",6.1,NETWORK,NONE,endpoint_security_web_control,10.7.0,<,FALSE,MEDIUM
CVE-2024-0310,"A content-security-policy vulnerability in ENS Control browser extension prior to 10.7.0 Update 15 allows a remote attacker to alter the response header parameter setting to switch the content security policy into report-only mode, allowing an attacker to bypass the content-security-policy configuration.",6.1,NETWORK,NONE,endpoint_security_web_control,10.7.0,==,FALSE,MEDIUM
CVE-2024-0311,A malicious insider can bypass the existing policy of Skyhigh Client Proxy without a valid release code.,5.5,LOCAL,LOW,,,,FALSE,MEDIUM
CVE-2024-0312,A malicious insider can uninstall Skyhigh Client Proxy without a valid uninstall password.,5.5,LOCAL,LOW,,,,FALSE,MEDIUM
CVE-2024-0313,"A malicious insider exploiting this vulnerability can circumvent existing security controls put in place by the organization. On the contrary, if the victim is legitimately using the temporary bypass to reach out to the Internet for retrieving application and system updates, a remote device could target it and undo the bypass, thereby denying the victim access to the update service, causing it to fail.",5.5,LOCAL,LOW,,,,FALSE,MEDIUM
CVE-2024-0314,"XSS vulnerability in FireEye Central Management affecting version 9.1.1.956704, which could allow an attacker to modify special HTML elements in the application and cause a reflected XSS, leading to a session hijacking.",6.1,NETWORK,NONE,central_management,9.1.1.956704,==,FALSE,MEDIUM
CVE-2024-0315,Remote file inclusion vulnerability in FireEye Central Management affecting version 9.1.1.956704. This vulnerability allows an attacker to upload a malicious PDF file to the system during the report creation process.,7.8,LOCAL,LOW,central_management,9.1.1.956704,==,FALSE,HIGH
CVE-2024-0316,"Improper cleanup vulnerability in exceptions thrown in FireEye Endpoint Security, affecting version 5.2.0.958244. This vulnerability could allow an attacker to send multiple request packets to the containment_notify/preview parameter, which could lead to a service outage.",7.5,NETWORK,NONE,endpoint_security,5.2.0.958244,==,FALSE,HIGH
CVE-2024-0317,"Cross-Site Scripting in FireEye EX, affecting version 9.0.3.936727. Exploitation of this vulnerability allows an attacker to send a specially crafted JavaScript payload via the 'type' and 's_f_name' parameters to an authenticated user to retrieve their session details.",6.1,NETWORK,NONE,ex_5500_firmwarea,9.0.3.936727,==,FALSE,MEDIUM
CVE-2024-0317,"Cross-Site Scripting in FireEye EX, affecting version 9.0.3.936727. Exploitation of this vulnerability allows an attacker to send a specially crafted JavaScript payload via the 'type' and 's_f_name' parameters to an authenticated user to retrieve their session details.",6.1,NETWORK,NONE,ex_8500_firmware,9.0.3.936727,==,FALSE,MEDIUM
CVE-2024-0317,"Cross-Site Scripting in FireEye EX, affecting version 9.0.3.936727. Exploitation of this vulnerability allows an attacker to send a specially crafted JavaScript payload via the 'type' and 's_f_name' parameters to an authenticated user to retrieve their session details.",6.1,NETWORK,NONE,ex_3500_firmware,9.0.3.936727,==,FALSE,MEDIUM
CVE-2024-0318,Cross-Site Scripting in FireEye HXTool affecting version 4.6. This vulnerability allows an attacker to store a specially crafted JavaScript payload in the 'Profile Name' and 'Hostname/IP' parameters that will be triggered when items are loaded.,6.1,NETWORK,NONE,hxtool,4.6,==,FALSE,MEDIUM
CVE-2024-0319,"Open Redirect vulnerability in FireEye HXTool affecting version 4.6, the exploitation of which could allow an attacker to redirect a legitimate user to a malicious page by changing the 'redirect_uri' parameter.",6.1,NETWORK,NONE,hxtool,4.6,==,FALSE,MEDIUM
CVE-2024-0320,Cross-Site Scripting in FireEye Malware Analysis (AX) affecting version 9.0.3.936530. This vulnerability allows an attacker to send a specially crafted JavaScript payload in the application URL to retrieve the session details of a legitimate user.,6.1,NETWORK,NONE,malware_analysis,9.0.3.936530,==,FALSE,MEDIUM
CVE-2024-0321,Stack-based Buffer Overflow in GitHub repository gpac/gpac prior to 2.3-DEV.,9.8,NETWORK,NONE,gpac,2.3.0-dev,<,FALSE,CRITICAL
CVE-2024-0322,Out-of-bounds Read in GitHub repository gpac/gpac prior to 2.3-DEV.,9.1,NETWORK,NONE,gpac,2.3.0,<,FALSE,CRITICAL
CVE-2024-0322,Out-of-bounds Read in GitHub repository gpac/gpac prior to 2.3-DEV.,9.1,NETWORK,NONE,gpac,2.3.0,==,FALSE,CRITICAL
CVE-2024-0323,"The FTP server used on the B&R
Automation Runtime supports unsecure encryption mechanisms, such as SSLv3,
TLSv1.0 and TLS1.1. An network-based attacker can exploit the flaws to conduct
man-in-the-middle attacks or to decrypt communications between the affected product
clients.",9.8,NETWORK,NONE,automation_runtime,i4.93,<=,FALSE,CRITICAL
CVE-2024-0324,"The User Profile Builder – Beautiful User Registration Forms, User Profiles & User Role Editor plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'wppb_two_factor_authentication_settings_update' function in all versions up to, and including, 3.10.8. This makes it possible for unauthenticated attackers to enable or disable the 2FA functionality present in the Premium version of the plugin for arbitrary user roles.",7.5,NETWORK,NONE,profile_builder,3.10.8,<=,FALSE,HIGH
CVE-2024-0325,"In Helix Sync versions prior to 2024.1, a local command injection was identified.  Reported by Bryan Riggins.",7.8,LOCAL,LOW,helix_sync,2024.1,<,FALSE,HIGH
CVE-2024-0326,"The Premium Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Link Wrapper functionality in all versions up to, and including, 4.10.17 due to insufficient input sanitization and output escaping on user supplied links. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,NETWORK,LOW,,,,FALSE,MEDIUM
CVE-2024-0333,Insufficient data validation in Extensions in Google Chrome prior to 120.0.6099.216 allowed an attacker in a privileged network position to install a malicious extension via a crafted HTML page. (Chromium security severity: High),5.3,NETWORK,NONE,chrome,120.0.6099.216,<,FALSE,MEDIUM
CVE-2024-0333,Insufficient data validation in Extensions in Google Chrome prior to 120.0.6099.216 allowed an attacker in a privileged network position to install a malicious extension via a crafted HTML page. (Chromium security severity: High),5.3,NETWORK,NONE,fedora,38,==,FALSE,MEDIUM
CVE-2024-0333,Insufficient data validation in Extensions in Google Chrome prior to 120.0.6099.216 allowed an attacker in a privileged network position to install a malicious extension via a crafted HTML page. (Chromium security severity: High),5.3,NETWORK,NONE,fedora,39,==,FALSE,MEDIUM
CVE-2024-0334,"The Jeg Elementor Kit plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the custom attribute of a link in several Elementor widgets in all versions up to, and including, 2.6.4 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,NETWORK,LOW,,,,FALSE,MEDIUM
CVE-2024-0335,"ABB has internally identified a vulnerability in the ABB VPNI feature of the S+ Control API component which may 
be used by several Symphony Plus products (e.g., S+ Operations, S+ Engineering and S+ Analyst)


This issue affects Symphony Plus S+ Operations: from 3..0;0 through 3.3 SP1 RU4, from 2.1;0 through 2.1 SP2 RU3, from 2.0;0 through 2.0 SP6 TC6; Symphony Plus S+ Engineering: from 2.1 through 2.3 RU3; Symphony Plus S+ Analyst: from 7.0.0.0 through 7.2.0.2.",7.5,NETWORK,NONE,,,,FALSE,HIGH
CVE-2024-0336,"Improper Access Control vulnerability in EMTA Grup PDKS allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects PDKS: before 20240603. 

NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",,,,,,,FALSE,
CVE-2024-0337,The Travelpayouts: All Travel Brands in One Place WordPress plugin through 1.1.15 is vulnerable to Open Redirect due to insufficient validation on the travelpayouts_redirect variable. This makes it possible for unauthenticated attackers to redirect users to potentially malicious sites if they can successfully trick them into performing an action.,6.1,NETWORK,NONE,,,,FALSE,MEDIUM
CVE-2024-0338,A buffer overflow vulnerability has been found in XAMPP affecting version 8.2.4 and earlier. An attacker could execute arbitrary code through a long file debug argument that controls the Structured Exception Handler (SEH).,9.8,NETWORK,NONE,xampp,8.2.4,<=,FALSE,CRITICAL
CVE-2024-0340,"A vulnerability was found in vhost_new_msg in drivers/vhost/vhost.c in the Linux kernel, which does not properly initialize memory in messages passed between virtual guests and the host operating system in the vhost/vhost.c:vhost_new_msg() function. This issue can allow local privileged users to read some kernel memory contents when reading from the /dev/vhost-net device file.",5.5,LOCAL,LOW,linux_kernel,6.4,<,FALSE,MEDIUM
CVE-2024-0340,"A vulnerability was found in vhost_new_msg in drivers/vhost/vhost.c in the Linux kernel, which does not properly initialize memory in messages passed between virtual guests and the host operating system in the vhost/vhost.c:vhost_new_msg() function. This issue can allow local privileged users to read some kernel memory contents when reading from the /dev/vhost-net device file.",5.5,LOCAL,LOW,linux_kernel,6.4,==,FALSE,MEDIUM
CVE-2024-0340,"A vulnerability was found in vhost_new_msg in drivers/vhost/vhost.c in the Linux kernel, which does not properly initialize memory in messages passed between virtual guests and the host operating system in the vhost/vhost.c:vhost_new_msg() function. This issue can allow local privileged users to read some kernel memory contents when reading from the /dev/vhost-net device file.",5.5,LOCAL,LOW,linux_kernel,6.4,==,FALSE,MEDIUM
CVE-2024-0340,"A vulnerability was found in vhost_new_msg in drivers/vhost/vhost.c in the Linux kernel, which does not properly initialize memory in messages passed between virtual guests and the host operating system in the vhost/vhost.c:vhost_new_msg() function. This issue can allow local privileged users to read some kernel memory contents when reading from the /dev/vhost-net device file.",5.5,LOCAL,LOW,linux_kernel,6.4,==,FALSE,MEDIUM
CVE-2024-0340,"A vulnerability was found in vhost_new_msg in drivers/vhost/vhost.c in the Linux kernel, which does not properly initialize memory in messages passed between virtual guests and the host operating system in the vhost/vhost.c:vhost_new_msg() function. This issue can allow local privileged users to read some kernel memory contents when reading from the /dev/vhost-net device file.",5.5,LOCAL,LOW,linux_kernel,6.4,==,FALSE,MEDIUM
CVE-2024-0340,"A vulnerability was found in vhost_new_msg in drivers/vhost/vhost.c in the Linux kernel, which does not properly initialize memory in messages passed between virtual guests and the host operating system in the vhost/vhost.c:vhost_new_msg() function. This issue can allow local privileged users to read some kernel memory contents when reading from the /dev/vhost-net device file.",5.5,LOCAL,LOW,linux_kernel,6.4,==,FALSE,MEDIUM
CVE-2024-0341,A vulnerability was found in Inis up to 2.0.1. It has been rated as problematic. This issue affects some unknown processing of the file /app/api/controller/default/File.php of the component GET Request Handler. The manipulation of the argument path leads to path traversal: '../filedir'. The exploit has been disclosed to the public and may be used. The identifier VDB-250109 was assigned to this vulnerability.,7.5,NETWORK,NONE,inis,2.0.1,<=,FALSE,HIGH
CVE-2024-0342,A vulnerability classified as critical has been found in Inis up to 2.0.1. Affected is an unknown function of the file /app/api/controller/default/Sqlite.php. The manipulation of the argument sql leads to sql injection. The exploit has been disclosed to the public and may be used. VDB-250110 is the identifier assigned to this vulnerability.,9.8,NETWORK,NONE,inis,2.0.1,<=,FALSE,CRITICAL
CVE-2024-0343,A vulnerability classified as problematic was found in CodeAstro Simple House Rental System 5.6. Affected by this vulnerability is an unknown functionality of the component Login Panel. The manipulation leads to cross site scripting. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250111.,6.1,NETWORK,NONE,simple_house_rental_system,1,==,FALSE,MEDIUM
CVE-2024-0344,"A vulnerability, which was classified as critical, has been found in soxft TimeMail up to 1.1. Affected by this issue is some unknown functionality of the file check.php. The manipulation of the argument c leads to sql injection. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250112.",9.8,NETWORK,NONE,timemail,1.1,<=,FALSE,CRITICAL
CVE-2024-0345,"A vulnerability, which was classified as problematic, was found in CodeAstro Vehicle Booking System 1.0. This affects an unknown part of the file usr/usr-register.php of the component User Registration. The manipulation of the argument Full_Name/Last_Name/Address with the input <script>alert(document.cookie)</script> leads to cross site scripting. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-250113 was assigned to this vulnerability.",6.1,NETWORK,NONE,vehicle_booking_system,1,==,FALSE,MEDIUM
CVE-2024-0346,A vulnerability has been found in CodeAstro Vehicle Booking System 1.0 and classified as problematic. This vulnerability affects unknown code of the file usr/user-give-feedback.php of the component Feedback Page. The manipulation of the argument My Testemonial leads to cross site scripting. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-250114 is the identifier assigned to this vulnerability.,5.4,NETWORK,LOW,vehicle_booking_system,1,==,FALSE,MEDIUM
CVE-2024-0347,A vulnerability was found in SourceCodester Engineers Online Portal 1.0 and classified as problematic. This issue affects some unknown processing of the file signup_teacher.php. The manipulation of the argument Password leads to weak password requirements. The attack may be initiated remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250115.,3.7,NETWORK,NONE,engineers_online_portal,1,==,FALSE,LOW
CVE-2024-0348,A vulnerability was found in SourceCodester Engineers Online Portal 1.0. It has been classified as problematic. Affected is an unknown function of the component File Upload Handler. The manipulation leads to resource consumption. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250116.,6.5,NETWORK,LOW,engineers_online_portal,1,==,FALSE,MEDIUM
CVE-2024-0349,A vulnerability was found in SourceCodester Engineers Online Portal 1.0. It has been declared as problematic. Affected by this vulnerability is an unknown functionality. The manipulation leads to sensitive cookie without secure attribute. The attack can be launched remotely. The complexity of an attack is rather high. The exploitation appears to be difficult. The exploit has been disclosed to the public and may be used. The identifier VDB-250117 was assigned to this vulnerability.,5.3,NETWORK,NONE,engineers_online_portal,1,==,FALSE,MEDIUM
CVE-2024-0350,A vulnerability was found in SourceCodester Engineers Online Portal 1.0. It has been rated as problematic. Affected by this issue is some unknown functionality. The manipulation leads to session expiration. The attack may be launched remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. VDB-250118 is the identifier assigned to this vulnerability.,6.5,NETWORK,NONE,engineers_online_portal,1,==,FALSE,MEDIUM
CVE-2024-0351,A vulnerability classified as problematic has been found in SourceCodester Engineers Online Portal 1.0. This affects an unknown part. The manipulation leads to session fixiation. It is possible to initiate the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250119.,3.5,NETWORK,HIGH,engineers_online_portal,1,==,FALSE,LOW
CVE-2024-0352,A vulnerability classified as critical was found in Likeshop up to 2.5.7.20210311. This vulnerability affects the function FileServer::userFormImage of the file server/application/api/controller/File.php of the component HTTP POST Request Handler. The manipulation of the argument file leads to unrestricted upload. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250120.,9.8,NETWORK,NONE,likeshop,2.5.7.20210311,<=,FALSE,CRITICAL
CVE-2024-0353,Local privilege escalation vulnerability potentially allowed an attacker to misuse ESET’s file operations to delete files without having proper permission.,7.8,LOCAL,LOW,,,,FALSE,HIGH
CVE-2024-0354,"A vulnerability, which was classified as critical, has been found in unknown-o download-station up to 1.1.8. This issue affects some unknown processing of the file index.php. The manipulation of the argument f leads to path traversal: '../filedir'. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-250121 was assigned to this vulnerability.",7.5,NETWORK,NONE,download-station,1.1.8,<=,FALSE,HIGH
CVE-2024-0355,"A vulnerability, which was classified as critical, was found in PHPGurukul Dairy Farm Shop Management System up to 1.1. Affected is an unknown function of the file add-category.php. The manipulation of the argument category leads to sql injection. The exploit has been disclosed to the public and may be used. VDB-250122 is the identifier assigned to this vulnerability.",9.8,NETWORK,NONE,dairy_farm_shop_management_system,1.1,==,FALSE,CRITICAL
CVE-2024-0356,A vulnerability has been found in Mandelo ssm_shiro_blog 1.0 and classified as problematic. Affected by this vulnerability is an unknown functionality of the file updateRoles of the component Backend. The manipulation leads to improper access controls. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250123.,7.5,NETWORK,NONE,ssm_shiro_blog,1,==,FALSE,HIGH
CVE-2024-0357,A vulnerability was found in coderd-repos Eva 1.0.0 and classified as critical. Affected by this issue is some unknown functionality of the file /system/traceLog/page of the component HTTP POST Request Handler. The manipulation of the argument property leads to sql injection. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250124.,9.8,NETWORK,NONE,eva,1.0.0,==,FALSE,CRITICAL
CVE-2024-0358,A vulnerability was found in DeShang DSO2O up to 4.1.0. It has been classified as critical. This affects an unknown part of the file /install/install.php. The manipulation leads to improper access controls. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-250125 was assigned to this vulnerability.,7.5,NETWORK,NONE,dso2o,4.1.0,<=,FALSE,HIGH
CVE-2024-0359,A vulnerability was found in code-projects Simple Online Hotel Reservation System 1.0. It has been declared as critical. This vulnerability affects unknown code of the file login.php. The manipulation of the argument username/password leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-250126 is the identifier assigned to this vulnerability.,9.8,NETWORK,NONE,simple_online_hotel_reservation_system,1,==,FALSE,CRITICAL
CVE-2024-0360,A vulnerability was found in PHPGurukul Hospital Management System 1.0. It has been rated as critical. This issue affects some unknown processing of the file admin/edit-doctor-specialization.php. The manipulation of the argument doctorspecilization leads to sql injection. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250127.,9.8,NETWORK,NONE,hospital_management_system,1,==,FALSE,CRITICAL
CVE-2024-0361,A vulnerability classified as critical has been found in PHPGurukul Hospital Management System 1.0. Affected is an unknown function of the file admin/contact.php. The manipulation of the argument mobnum leads to sql injection. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250128.,9.8,NETWORK,NONE,hospital_management_system,1,==,FALSE,CRITICAL
CVE-2024-0362,A vulnerability classified as critical was found in PHPGurukul Hospital Management System 1.0. Affected by this vulnerability is an unknown functionality of the file admin/change-password.php. The manipulation of the argument cpass leads to sql injection. The exploit has been disclosed to the public and may be used. The identifier VDB-250129 was assigned to this vulnerability.,9.8,NETWORK,NONE,hospital_management_system,1,==,FALSE,CRITICAL
CVE-2024-0363,"A vulnerability, which was classified as critical, has been found in PHPGurukul Hospital Management System 1.0. Affected by this issue is some unknown functionality of the file admin/patient-search.php. The manipulation of the argument searchdata leads to sql injection. The exploit has been disclosed to the public and may be used. VDB-250130 is the identifier assigned to this vulnerability.",9.8,NETWORK,NONE,hospital_management_system,1,==,FALSE,CRITICAL
CVE-2024-0364,"A vulnerability, which was classified as critical, was found in PHPGurukul Hospital Management System 1.0. This affects an unknown part of the file admin/query-details.php. The manipulation of the argument adminremark leads to sql injection. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250131.",9.8,NETWORK,NONE,hospital_management_system,1,==,FALSE,CRITICAL
CVE-2024-0365,"The Fancy Product Designer WordPress plugin before 6.1.5 does not properly sanitise and escape a parameter before using it in a SQL statement, leading to a SQL injection exploitable by adminstrators.",6.5,NETWORK,HIGH,,,,FALSE,MEDIUM
CVE-2024-0366,"The Starbox – the Author Box for Humans plugin for WordPress is vulnerable to Insecure Direct Object Reference in all versions up to, and including, 3.4.7 via the action function due to missing validation on a user controlled key. This makes it possible for subscribers to view plugin preferences and potentially other user settings.",4.3,NETWORK,LOW,starbox,3.4.7,<=,FALSE,MEDIUM
CVE-2024-0367,"The Unlimited Elements For Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the link field of an installed widget (e.g., 'Button Link') in all versions up to, and including, 1.5.96 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,NETWORK,LOW,,,,FALSE,MEDIUM
CVE-2024-0368,"The Hustle – Email Marketing, Lead Generation, Optins, Popups plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to, and including, 7.8.3 via hardcoded API Keys. This makes it possible for unauthenticated attackers to extract sensitive data including PII.",8.6,NETWORK,NONE,,,,FALSE,HIGH
CVE-2024-0369,"The Bulk Edit Post Titles plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the bulkUpdatePostTitles function in all versions up to, and including, 5.0.0. This makes it possible for authenticated attackers, with subscriber access and above, to modify the titles of arbitrary posts.",4.3,NETWORK,LOW,,,,FALSE,MEDIUM
CVE-2024-0370,"The Views for WPForms – Display & Edit WPForms Entries on your site frontend plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'save_view' function in all versions up to, and including, 3.2.2. This makes it possible for authenticated attackers, with subscriber access and above, to modify the titles of arbitrary posts.",4.3,NETWORK,LOW,views_for_wpforms,3.2.2,<=,FALSE,MEDIUM
CVE-2024-0371,"The Views for WPForms – Display & Edit WPForms Entries on your site frontend plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'create_view' function in all versions up to, and including, 3.2.2. This makes it possible for authenticated attackers, with subscriber access and above, to create form views.",4.3,NETWORK,LOW,views_for_wpforms,3.2.2,<=,FALSE,MEDIUM
CVE-2024-0372,"The Views for WPForms – Display & Edit WPForms Entries on your site frontend plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability check on the 'get_form_fields' function in all versions up to, and including, 3.2.2. This makes it possible for authenticated attackers, with subscriber access and above, to create form views.",4.3,NETWORK,LOW,views_for_wpforms,3.2.2,<=,FALSE,MEDIUM
CVE-2024-0373,"The Views for WPForms – Display & Edit WPForms Entries on your site frontend plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 3.2.2. This is due to missing or incorrect nonce validation on the 'save_view' function. This makes it possible for unauthenticated attackers to modify arbitrary post titles via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.",4.3,NETWORK,NONE,views_for_wpforms,3.2.2,<=,FALSE,MEDIUM
CVE-2024-0374,"The Views for WPForms – Display & Edit WPForms Entries on your site frontend plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 3.2.2. This is due to missing or incorrect nonce validation on the 'create_view' function. This makes it possible for unauthenticated attackers to create views via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.",4.3,NETWORK,NONE,views_for_wpforms,3.2.2,<=,FALSE,MEDIUM
CVE-2024-0376,"The Premium Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Wrapper Link Widget in all versions up to, and including, 4.10.16 due to insufficient input sanitization and output escaping on user supplied URLs. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,NETWORK,LOW,,,,FALSE,MEDIUM
CVE-2024-0377,"The LifterLMS – WordPress LMS Plugin for eLearning plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'process_review' function in all versions up to, and including, 7.5.1. This makes it possible for unauthenticated attackers to publish an unrestricted number of reviews on the site.",5.3,NETWORK,NONE,,,,FALSE,MEDIUM
CVE-2024-0378,"The AI Engine: Chatbots, Generators, Assistants, GPT 4 and more! plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the AI chat data when discussion tracking is enabled in all versions up to, and including, 2.2.0 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.5,NETWORK,NONE,,,,FALSE,MEDIUM
CVE-2024-0379,"The Custom Twitter Feeds – A Tweets Widget or X Feed Widget plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 2.2.1. This is due to missing or incorrect nonce validation on the ctf_auto_save_tokens function. This makes it possible for unauthenticated attackers to update the site's twitter API token and secret via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.",4.3,NETWORK,NONE,,,,FALSE,MEDIUM
CVE-2024-0380,"The WP Recipe Maker plugin for WordPress is vulnerable to Directory Traversal in all versions up to, and including, 9.1.0 via the 'icon' attribute used in Shortcodes. This makes it possible for authenticated attackers, with contributor-level access and above, to include the contents of SVG files on the server, which can be leveraged for Cross-Site Scripting.",4.3,NETWORK,LOW,wp_recipe_maker,9.1.0,<=,FALSE,MEDIUM
CVE-2024-0381,"The WP Recipe Maker plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the use of the 'tag' attribute in the wprm-recipe-name, wprm-recipe-date, and wprm-recipe-counter shortcodes in all versions up to, and including, 9.1.0. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",5.4,NETWORK,LOW,wp_recipe_maker,9.1.0,<=,FALSE,MEDIUM
CVE-2024-0382,"The WP Recipe Maker plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's shortcode(s) in all versions up to, and including, 9.1.0 due to unrestricted use of the 'header_tag' attribute. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",5.4,NETWORK,LOW,wp_recipe_maker,9.1.0,<=,FALSE,MEDIUM
CVE-2024-0383,"The WP Recipe Maker plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's [wprm-recipe-instructions] and [wprm-recipe-ingredients] shortcodes in all versions up to, and including, 9.1.0 due to insufficient restrictions on the 'group_tag' attribute . This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",6.4,NETWORK,LOW,,,,FALSE,MEDIUM
CVE-2024-0384,"The WP Recipe Maker plugin for WordPress is vulnerable to Stored Cross-Site Scripting via Recipe Notes in all versions up to, and including, 9.1.0 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",5.4,NETWORK,LOW,wp_recipe_maker,9.1.0,<=,FALSE,MEDIUM
CVE-2024-0385,"The Categorify plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the categorifyAjaxAddCategory function in all versions up to, and including, 1.0.7.4. This makes it possible for authenticated attackers, with subscriber-level access and above, to add categories.",4.3,NETWORK,LOW,,,,FALSE,MEDIUM
CVE-2024-0386,"The weForms plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'Referer' HTTP header in all versions up to, and including, 1.6.21 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",7.2,NETWORK,NONE,,,,FALSE,HIGH
CVE-2024-0387,The EDS-4000/G4000 Series prior to version 3.2 includes IP forwarding capabilities that users cannot deactivate. An attacker may be able to send requests to the product and have it forwarded to the target. An attacker can bypass access controls or hide the source of malicious requests.,6.5,ADJACENT_NETWORK,LOW,,,,FALSE,MEDIUM
CVE-2024-0389,"A vulnerability, which was classified as critical, was found in SourceCodester Student Attendance System 1.0. Affected is an unknown function of the file attendance_report.php. The manipulation of the argument class_id leads to sql injection. The exploit has been disclosed to the public and may be used. VDB-250230 is the identifier assigned to this vulnerability.",9.8,NETWORK,NONE,student_attendance_system,1,==,FALSE,CRITICAL
CVE-2024-0390,"INPRAX ""iZZi connect"" application on Android contains hard-coded MQTT queue credentials. The same MQTT queue is used by corresponding physical recuperation devices. Exploiting this vulnerability could potentially allow unauthorized access to manage and read parameters of the recuperation unit ""reQnet iZZi"".This issue affects ""iZZi connect"" application versions before 2024010401.",,,,,,,FALSE,
CVE-2024-0393,Rejected reason: This CVE ID was unused by the CNA.,,,,,,,FALSE,
